Name,TotalChurchMembership,Stakes,Congregations,Wards,Branches,FamilySearchCenters,Temples,Missions,Districts
Peru,578526,0,749,0,0,136,2,13,0
Suriname,1545,0,5,0,0,1,0,0,0
Uruguay,104049,0,140,0,0,24,1,2,0
Venezuela,167359,0,247,0,0,51,1,4,0
Albania,2888,0,12,0,0,3,0,1,0
Andorra,0,0,0,0,0,0,0,0,0
Armenia,3612,0,11,0,0,4,0,1,0
Austria,4618,0,17,0,0,16,0,0,0
Belgium,6742,0,16,0,0,8,0,0,0
Bosnia and Herzegovina,66,0,2,0,0,0,0,0,0
Bulgaria,2429,0,9,0,0,3,0,1,0
Croatia,617,0,6,0,0,4,0,1,0
Czech Republic,2549,0,12,0,0,2,0,1,0
Denmark,4430,0,22,0,0,13,1,1,0
Estonia,1146,0,4,0,0,2,0,0,0
Finland,4960,0,30,0,0,29,1,1,0
France,38383,0,108,0,0,67,1,2,0
Georgia,265,0,1,0,0,1,0,0,0
Germany,40011,0,164,0,0,116,2,3,0
Greece,772,0,3,0,0,1,0,1,0
Guernsey,58,0,1,0,0,0,0,0,0
Hungary,5192,0,22,0,0,12,0,1,0
Iceland,277,0,2,0,0,1,0,0,0
Ireland,3816,0,13,0,0,3,0,0,0
Isle of Man,299,0,1,0,0,0,0,0,0
Italy,26550,0,101,0,0,71,0,2,0
Jersey,305,0,1,0,0,1,0,0,0
Latvia,1226,0,5,0,0,3,0,1,0
Lithuania,984,0,5,0,0,3,0,0,0
Luxembourg,431,0,1,0,0,1,0,0,0
Malta,196,0,1,0,0,1,0,0,0
Moldova,397,0,4,0,0,1,0,0,0
Montenegro,23,0,1,0,0,0,0,0,0
Netherlands,9132,0,33,0,0,11,1,1,0
Norway,4633,0,22,0,0,15,0,1,0
Poland,1940,0,13,0,0,4,0,1,0
Portugal,43821,0,72,0,0,25,0,2,0
Romania,3059,0,16,0,0,2,0,1,0
Russia,23180,0,103,0,0,64,0,7,0
Serbia,368,0,3,0,0,2,0,0,0
Slovakia,268,0,4,0,0,0,0,0,0
Slovenia,435,0,5,0,0,1,0,0,0
Spain,55112,0,142,0,0,58,1,3,0
Sweden,9630,0,40,0,0,37,1,1,0
Switzerland,9213,0,37,0,0,18,1,0,0
Turkey,513,0,7,0,0,0,0,1,0
Ukraine,11097,0,47,0,0,42,1,3,0
United Kingdom,185848,0,333,0,0,122,2,6,0
Cambodia,13716,0,30,0,0,6,0,1,0
China,0,0,0,0,0,1,0,0,0
Cyprus,457,0,4,0,0,3,0,0,0
Hong Kong,24881,0,41,0,0,4,1,1,0
India,13141,0,43,0,0,11,0,2,0
Indonesia,7289,0,24,0,0,4,0,1,0
Israel,258,0,4,0,0,0,0,0,0
Japan,128856,0,265,0,0,64,3,7,0
Kazakhstan,212,0,2,0,0,0,0,0,0
Macau,1429,0,3,0,0,1,0,0,0
Malaysia,10010,0,33,0,0,8,0,0,0
Mongolia,11436,0,25,0,0,4,0,1,0
Philippines,745959,0,1211,0,0,174,2,21,0
Singapore,3381,0,11,0,0,1,0,1,0
South Korea,87637,0,120,0,0,24,1,4,0
Sri Lanka,1436,0,3,0,0,3,0,0,0
Taiwan,59586,0,117,0,0,12,1,2,0
Thailand,21274,0,40,0,0,8,0,1,0
United Arab Emirates,1543,0,6,0,0,1,0,0,0
American Samoa,16180,0,41,0,0,4,0,0,0
Australia,148862,0,312,0,0,178,5,6,0
Cook Islands,1843,0,5,0,0,3,0,0,0
Fiji,19737,0,49,0,0,9,1,1,0
French Polynesia,26828,0,93,0,0,20,1,1,0
Guam,2431,0,4,0,0,1,0,1,0
Kiribati,18368,0,28,0,0,2,0,0,0
Marshall Islands,7446,0,14,0,0,3,0,1,0
Micronesia,5987,0,22,0,0,7,0,0,0
Nauru,110,0,1,0,0,0,0,0,0
New Caledonia,2373,0,9,0,0,2,0,0,0
New Zealand,112366,0,225,0,0,52,1,3,0
Niue,301,0,2,0,0,1,0,0,0
Northern Mariana Islands,786,0,1,0,0,2,0,0,0
Palau,505,0,1,0,0,1,0,0,0
Papua New Guinea,25856,0,76,0,0,2,0,2,0
Samoa,78746,0,153,0,0,20,1,1,0
Solomon Islands,952,0,5,0,0,0,0,0,0
Tonga,64156,0,168,0,0,19,1,1,0
Tuvalu,229,0,1,0,0,0,0,0,0
Vanuatu,7906,0,33,0,0,2,0,1,0
Angola,2123,0,11,0,0,1,0,1,0
Benin,2638,0,14,0,0,1,0,1,0
Botswana,3235,0,13,0,0,2,0,0,0
Burundi,604,0,3,0,0,0,0,0,0
Cameroon,1628,0,11,0,0,2,0,0,0
Cape Verde,13504,0,42,0,0,5,0,1,0
Central African Republic,216,0,1,0,0,0,0,0,0
Cote d'Ivoire,39589,0,182,0,0,27,0,2,0
Democratic Republic of the Congo,52869,0,169,0,0,11,0,3,0
Ethiopia,1916,0,4,0,0,1,0,0,0
Ghana,72535,0,277,0,0,49,1,4,0
Kenya,13189,0,46,0,0,5,0,1,0
Lesotho,1001,0,3,0,0,1,0,0,0
Liberia,11135,0,30,0,0,3,0,1,0
Madagascar,11340,0,39,0,0,1,0,1,0
Malawi,2486,0,8,0,0,0,0,0,0
Mauritius,512,0,2,0,0,0,0,0,0
Mozambique,9407,0,28,0,0,2,0,1,0
Namibia,857,0,4,0,0,1,0,0,0
Nigeria,152903,0,500,0,0,56,1,6,0
Republic of the Congo,6877,0,22,0,0,2,0,1,0
Reunion,929,0,4,0,0,2,0,0,0
Rwanda,390,0,3,0,0,0,0,0,0
Sierra Leone,17671,0,55,0,0,8,0,1,0
South Africa,64123,0,177,0,0,72,1,4,0
Swaziland,1940,0,6,0,0,2,0,0,0
Tanzania,1516,0,6,0,0,1,0,0,0
Togo,3804,0,17,0,0,1,0,0,0
Uganda,15157,0,27,0,0,8,0,1,0
Zambia,3860,0,13,0,0,2,0,1,0
Zimbabwe,29570,0,75,0,0,8,0,1,0
