Name,TotalChurchMembership,Stakes,Congregations,Wards,Branches,FamilySearchCenters,Temples,Missions,Districts
Suriname,1759,0,5,0,5,0,0,0,0
Uruguay,106855,18,129,97,32,0,1,2,2
Venezuela,173125,34,233,180,53,0,1,4,5
Albania,3280,1,14,6,8,0,0,1,1
Andorra,0,0,0,0,0,0,0,0,0
Armenia,3537,0,5,0,5,0,0,1,0
Austria,4662,2,17,14,3,0,0,0,0
Belgium,6499,2,12,10,2,0,0,0,0
Bosnia and Herzegovina,67,0,2,0,2,0,0,0,0
Bulgaria,2395,0,7,0,7,0,0,1,0
Croatia,637,0,6,0,6,0,0,1,1
Cyprus,534,0,4,0,4,0,0,0,0
Czech Republic,2628,1,12,7,5,0,0,1,0
Denmark,4417,2,22,13,9,0,1,1,0
Estonia,1121,0,4,0,4,0,0,0,0
Finland,4796,3,29,18,11,0,1,1,0
France,38200,10,108,68,40,0,1,2,0
Georgia,258,0,2,0,2,0,0,0,0
Germany,39456,14,149,94,55,0,2,3,0
Greece,792,0,2,0,2,0,0,0,0
Guernsey,57,0,1,0,1,0,0,0,0
Hungary,5278,1,21,5,16,0,0,1,2
Iceland,331,0,3,0,3,0,0,0,0
Ireland,4001,1,13,5,8,0,0,0,0
Isle of Man,288,0,1,1,0,0,0,0,0
Italy,27702,10,94,63,31,0,1,2,0
Jersey,281,0,1,1,0,0,0,0,0
Latvia,1257,0,5,0,5,0,0,1,1
Lithuania,919,0,5,0,5,0,0,0,0
Luxembourg,523,0,2,1,1,0,0,0,0
Malta,223,0,1,0,1,0,0,0,0
Moldova,448,0,2,0,2,0,0,0,0
Montenegro,30,0,1,0,1,0,0,0,0
Netherlands,9365,3,24,20,4,0,1,1,0
Norway,4525,2,20,11,9,0,0,1,0
Poland,2089,0,11,0,11,0,0,1,1
Portugal,45675,7,62,39,23,0,1,1,1
Romania,3087,0,15,0,15,0,0,0,0
Russia,0,0,0,0,0,0,0,0,0
Serbia,361,0,3,0,3,0,0,0,0
Slovakia,309,0,4,0,4,0,0,0,0
Slovenia,449,0,2,0,2,0,0,0,0
Spain,61455,15,137,95,42,0,1,2,1
Sweden,9528,4,40,25,15,0,1,1,1
Switzerland,9160,5,35,27,8,0,1,0,0
Turkey,573,0,9,0,9,0,0,0,0
Ukraine,11216,2,46,12,34,0,1,2,3
United Kingdom,186809,45,320,279,41,0,2,5,0
Bahrain,228,1,1,1,0,0,0,0,0
Cambodia,15671,2,28,10,18,0,0,1,4
China,0,0,0,0,0,0,0,0,0
Hong Kong,24859,6,35,30,5,0,1,1,1
India,14866,4,46,21,25,0,0,2,3
Indonesia,7564,2,24,15,9,0,0,1,1
Israel,313,0,4,0,4,0,0,0,0
Japan,130260,25,251,152,99,0,3,6,13
Kazakhstan,205,0,3,0,3,0,0,0,0
Kuwait,359,0,1,1,0,0,0,0,0
Macau,1456,0,2,0,2,0,0,0,0
Malaysia,10719,0,28,0,28,0,0,0,0
Mongolia,12301,2,24,12,12,0,0,1,1
Philippines,833045,123,1256,770,486,0,2,23,56
Singapore,3401,1,7,7,0,0,0,1,0
South Korea,88603,12,100,60,40,0,1,3,5
Sri Lanka,1671,0,5,0,5,0,0,0,0
Taiwan,62098,16,98,90,8,0,1,2,0
Thailand,23116,4,41,21,20,0,0,1,2
United Arab Emirates,1693,1,6,5,1,0,0,0,0
American Samoa,16512,5,43,38,5,0,0,0,0
Australia,155383,42,309,235,74,0,5,5,7
Cook Islands,1893,0,5,0,5,0,0,0,0
Fiji,22827,4,52,27,25,0,1,1,3
French Polynesia,28965,11,97,74,23,0,1,1,2
Guam,2534,1,5,4,1,0,0,1,0
Kiribati,21853,2,42,12,30,0,0,0,0
Marshall Islands,6977,2,13,12,1,0,0,1,0
Micronesia,6107,1,23,5,18,0,0,0,0
Nauru,133,0,1,0,1,0,0,0,0
New Caledonia,2483,1,9,6,3,0,0,0,0
New Zealand,116883,30,229,177,52,0,1,3,2
Niue,312,0,2,0,2,0,0,0,0
Northern Mariana Islands,897,0,1,1,0,0,0,0,0
Palau,532,0,1,0,1,0,0,0,0
Papua New Guinea,35033,2,87,10,77,0,0,2,12
Samoa,83740,20,162,151,11,0,1,1,0
Solomon Islands,1374,0,5,0,5,0,0,0,0
Tonga,68305,21,175,140,35,0,1,2,2
Tuvalu,335,0,1,0,1,0,0,0,0
Vanuatu,11051,1,37,5,32,0,0,1,3
Angola,4160,1,18,8,10,0,0,1,1
Benin,4765,2,19,13,6,0,0,1,0
Botswana,3826,1,16,9,7,0,0,0,0
Burundi,823,0,3,0,3,0,0,0,0
Cameroon,2409,0,14,0,14,0,0,1,1
Cape Verde,16334,4,41,27,14,0,0,1,1
Central African Republic,263,0,1,0,1,0,0,0,0
Cote d'Ivoire,56804,16,257,133,124,0,0,3,17
Democratic Republic of the Congo,89136,25,255,216,39,0,1,4,3
Ethiopia,1943,0,5,0,5,0,0,1,1
Ghana,96508,29,341,195,146,0,1,4,9
Kenya,15912,2,56,13,43,0,0,1,6
Lesotho,1369,0,6,0,6,0,0,0,0
Liberia,17823,5,58,42,16,0,0,1,1
Madagascar,13547,2,42,17,25,0,0,1,3
Malawi,3612,0,12,0,12,0,0,0,0
Mauritius,552,0,3,0,3,0,0,0,0
Mozambique,15549,5,50,31,19,0,0,2,1
Namibia,998,0,4,0,4,0,0,0,0
Nigeria,211219,62,758,467,291,0,1,7,17
Republic of the Congo,9892,3,28,23,5,0,0,1,1
Reunion,841,0,4,0,4,0,0,0,0
Rwanda,843,0,3,0,3,0,0,0,0
Sierra Leone,26108,9,86,62,24,0,0,1,1
South Africa,69438,17,195,115,80,0,2,4,10
Swaziland,2158,0,6,0,6,0,0,0,0
Tanzania,2309,0,13,0,13,0,0,1,1
Togo,5997,2,23,15,8,0,0,0,0
Uganda,18955,3,38,18,20,0,0,1,3
Zambia,5053,1,17,7,10,0,0,1,2
Zimbabwe,36152,8,91,50,41,0,0,2,2
