Name,TotalChurchMembership,Stakes,Congregations,Wards,Branches,FamilySearchCenters,Temples,Missions,Districts
Nauru,146,0,1,0,1,0,0,0,0
New Caledonia,2585,1,9,6,3,0,0,0,0
New Zealand,120992,28,219,171,48,0,2,3,2
Niue,400,0,1,0,1,0,0,0,0
Northern Mariana Islands,938,0,1,1,0,0,0,0,0
Palau,572,0,1,0,1,0,0,0,0
Papua New Guinea,46583,6,96,33,63,0,0,2,8
Samoa,90706,20,170,162,8,0,1,1,0
Solomon Islands,3232,0,10,0,10,0,0,0,0
Tonga,69594,21,175,141,34,0,1,1,2
Tuvalu,381,0,1,0,1,0,0,0,0
Vanuatu,14042,2,43,11,32,0,0,1,2
Angola,8779,2,33,13,20,0,0,1,3
Benin,8286,2,34,22,12,0,0,1,1
Botswana,5465,1,23,7,16,0,0,1,1
Burundi,2070,0,12,0,12,0,0,0,0
Cameroon,3673,1,20,5,15,0,0,1,1
Cape Verde,18030,4,46,28,18,0,1,1,1
Central African Republic,357,0,3,0,3,0,0,0,0
Cote d'Ivoire,71182,23,274,174,100,0,1,4,9
Democratic Republic of the Congo,159771,44,431,322,109,0,1,7,10
Ethiopia,2626,0,10,0,10,0,0,1,2
Ghana,122978,31,401,216,185,0,1,6,13
Kenya,24547,4,102,23,79,0,1,2,10
Lesotho,2278,0,8,0,8,0,0,0,0
Liberia,25767,7,86,51,35,0,0,1,2
Madagascar,20395,5,52,30,22,0,0,2,1
Malawi,7857,2,21,10,11,0,0,0,0
Mauritius,612,0,3,0,3,0,0,0,0
Mozambique,39282,10,90,59,31,0,0,2,3
Namibia,1492,0,5,0,5,0,0,0,0
Nigeria,274043,80,880,569,311,0,1,11,13
Republic of the Congo,15482,5,43,32,11,0,0,1,0
Reunion,989,0,4,0,4,0,0,0,0
Rwanda,3625,0,10,0,10,0,0,1,1
Sierra Leone,41775,11,118,78,40,0,0,2,3
South Africa,78689,18,197,112,85,0,2,4,9
Swaziland,2598,0,6,0,6,0,0,0,0
Tanzania,6259,1,45,4,41,0,0,1,3
Togo,8349,3,31,19,12,0,0,0,0
Uganda,26304,4,62,26,36,0,0,1,4
Zambia,7823,1,20,6,14,0,0,1,2
Zimbabwe,52430,12,123,77,46,0,0,2,2
