Name,TotalChurchMembership,Stakes,Congregations,Wards,Branches,FamilySearchCenters,Temples,Missions,Districts
Venezuela,175753,33,235,177,58,48,1,4,6
Albania,3314,1,14,6,8,4,0,1,1
Andorra,0,0,0,0,0,0,0,0,0
Armenia,3546,0,5,0,5,4,0,1,1
Austria,4677,2,17,14,3,12,0,0,0
Belgium,6602,2,12,10,2,8,0,0,0
Bosnia and Herzegovina,69,0,2,0,2,0,0,0,0
Bulgaria,2398,0,7,0,7,4,0,1,0
Croatia,633,0,6,0,6,4,0,1,1
Cyprus,584,0,5,0,5,3,0,0,0
Czech Republic,2643,1,12,7,5,2,0,1,0
Denmark,4381,2,21,13,8,12,1,1,0
Estonia,1146,0,4,0,4,2,0,0,0
Finland,4826,3,29,18,11,29,1,1,0
France,38634,10,108,68,40,73,1,2,0
Georgia,252,0,2,0,2,1,0,0,0
Germany,39748,14,148,96,52,97,2,3,0
Greece,798,0,2,0,2,1,0,0,0
Guernsey,60,0,1,0,1,1,0,0,0
Hungary,5259,1,21,5,16,13,0,1,2
Iceland,382,0,3,0,3,1,0,0,0
Ireland,3980,1,13,5,8,3,0,0,0
Isle of Man,281,0,1,1,0,0,0,0,0
Italy,27993,10,94,63,31,56,1,2,0
Jersey,282,0,1,1,0,1,0,0,0
Latvia,1273,0,5,0,5,3,0,1,1
Lithuania,943,0,5,0,5,4,0,0,0
Luxembourg,526,0,2,1,1,1,0,0,0
Malta,244,0,1,0,1,1,0,0,0
Moldova,455,0,2,0,2,1,0,0,0
Montenegro,32,0,1,0,1,1,0,0,0
Netherlands,9185,3,24,20,4,9,1,1,0
Norway,4505,2,19,11,8,15,0,1,0
Poland,2184,0,11,0,11,6,0,1,1
Portugal,46849,7,60,39,21,24,1,1,1
Romania,3082,0,15,0,15,3,0,0,0
Russia,4995,3,69,16,53,0,0,5,7
Serbia,369,0,3,0,3,2,0,0,0
Slovakia,305,0,4,0,4,0,0,0,0
Slovenia,445,0,2,0,2,1,0,0,0
Spain,63524,15,136,95,41,56,1,3,1
Sweden,9531,4,40,25,15,37,1,1,1
Switzerland,9205,5,34,26,8,13,1,0,0
Turkey,658,0,9,0,9,0,0,0,0
Ukraine,10344,2,46,13,33,35,1,2,3
United Kingdom,186933,44,317,275,42,124,2,6,0
Bahrain,252,1,1,1,0,0,0,0,0
Cambodia,16317,2,28,10,18,11,0,1,4
China,0,0,0,0,0,0,0,0,0
Hong Kong,24611,6,35,30,5,5,1,1,1
India,14961,4,45,21,24,20,0,2,3
Indonesia,7648,2,24,16,8,7,0,1,1
Israel,338,0,3,0,3,0,0,0,0
Japan,130251,22,231,143,88,63,3,6,11
Kazakhstan,229,0,3,0,3,1,0,0,0
Kuwait,375,0,1,1,0,0,0,0,0
Macau,1456,0,2,0,2,1,0,0,0
Malaysia,10829,0,27,0,27,8,0,0,0
Mongolia,12477,2,24,12,12,9,0,1,1
Philippines,853254,125,1272,791,481,186,2,23,55
Singapore,3302,1,6,6,0,1,0,1,0
South Korea,88607,12,100,60,40,18,1,3,5
Sri Lanka,1662,0,5,0,5,3,0,0,0
Taiwan,62229,16,100,90,10,12,1,2,0
Thailand,23450,4,42,21,21,9,0,1,2
United Arab Emirates,1688,1,6,5,1,0,0,0,0
American Samoa,16436,5,43,38,5,5,0,0,0
Australia,155586,41,310,236,74,143,5,5,7
Cook Islands,1862,0,5,0,5,3,0,0,0
Fiji,23458,4,52,27,25,11,1,1,3
French Polynesia,29397,11,97,75,22,29,1,1,2
Guam,2547,1,5,4,1,2,1,1,0
Kiribati,22210,2,43,12,31,3,0,0,0
Marshall Islands,6832,2,13,12,1,3,0,1,0
Micronesia,5966,1,23,5,18,11,0,0,0
Nauru,133,0,1,0,1,0,0,0,0
New Caledonia,2494,1,9,6,3,3,0,0,0
New Zealand,117319,30,228,177,51,55,1,3,2
Niue,317,0,2,0,2,1,0,0,0
Northern Mariana Islands,906,0,1,1,0,1,0,0,0
Palau,543,0,1,0,1,1,0,0,0
Papua New Guinea,36626,2,92,10,82,2,0,2,12
Samoa,87695,20,165,156,9,20,1,1,0
Solomon Islands,1375,0,5,0,5,0,0,0,0
Tonga,68600,21,175,140,35,21,1,2,2
Tuvalu,344,0,1,0,1,0,0,0,0
Vanuatu,11304,1,37,5,32,3,0,1,3
Angola,4760,1,19,8,11,1,0,1,1
Benin,5606,2,20,14,6,3,0,1,0
Botswana,4031,1,16,9,7,2,0,0,0
Burundi,1240,0,4,0,4,1,0,0,0
Cameroon,2721,0,15,0,15,1,0,1,2
Cape Verde,16773,4,41,28,13,6,1,1,1
Central African Republic,270,0,1,0,1,0,0,0,0
Cote d'Ivoire,60162,18,257,140,117,43,0,3,16
Democratic Republic of the Congo,102862,26,269,223,46,24,1,4,3
Ethiopia,2075,0,6,0,6,1,0,1,1
Ghana,101924,29,353,201,152,75,1,4,10
Kenya,17438,2,57,13,44,5,0,1,6
Lesotho,1474,0,6,0,6,1,0,0,0
Liberia,20335,6,67,42,25,10,0,1,1
Madagascar,14353,3,43,22,21,10,0,1,2
Malawi,3872,0,12,0,12,0,0,0,0
Mauritius,566,0,3,0,3,0,0,0,0
Mozambique,18443,5,56,32,24,8,0,2,1
Namibia,1110,0,5,0,5,1,0,0,0
Nigeria,221172,68,769,505,264,96,1,7,15
Republic of the Congo,11481,4,32,25,7,3,0,1,0
Reunion,836,0,4,0,4,5,0,0,0
Rwanda,1154,0,6,0,6,0,0,1,1
Sierra Leone,28867,9,90,66,24,15,0,1,2
South Africa,70690,17,193,112,81,76,2,4,10
Swaziland,2198,0,6,0,6,2,0,0,0
Tanzania,2999,0,23,0,23,1,0,1,3
Togo,6500,2,23,15,8,1,0,0,0
Uganda,20693,3,38,18,20,8,0,1,3
Zambia,5313,1,16,6,10,2,0,1,2
Zimbabwe,38289,8,91,49,42,18,0,2,2
