Name,TotalChurchMembership,Stakes,Congregations,Wards,Branches,FamilySearchCenters,Temples,Missions,Districts
Uruguay,107103,18,134,100,34,0,1,2,2
Venezuela,168539,34,228,178,50,0,1,4,5
Albania,3216,1,14,6,8,0,0,1,0
Andorra,0,0,0,0,0,0,0,0,0
Armenia,3579,0,11,0,11,0,0,1,2
Austria,4693,2,17,14,3,0,0,0,0
Belgium,6605,2,12,10,2,0,0,0,0
Bosnia and Herzegovina,73,0,2,0,2,0,0,0,0
Bulgaria,2440,0,7,0,7,0,0,1,0
Croatia,635,0,6,0,6,0,0,1,1
Cyprus,507,0,4,0,4,0,0,0,0
Czech Republic,2636,1,12,7,5,0,0,1,0
Denmark,4466,2,22,13,9,0,1,1,0
Estonia,1146,0,4,0,4,0,0,0,0
Finland,4885,2,31,15,16,0,1,1,2
France,39930,10,108,68,40,0,1,2,0
Georgia,246,0,2,0,2,0,0,0,0
Germany,39724,14,150,94,56,0,2,3,0
Greece,804,0,3,0,3,0,0,0,0
Guernsey,62,0,1,0,1,0,0,0,0
Hungary,5231,1,22,5,17,0,0,1,2
Iceland,300,0,3,0,3,0,0,0,0
Ireland,3985,1,13,5,8,0,0,0,0
Isle of Man,290,0,1,1,0,0,0,0,0
Italy,27486,10,95,62,33,0,1,2,0
Jersey,290,0,1,1,0,0,0,0,0
Latvia,1272,0,5,0,5,0,0,1,1
Lithuania,925,0,5,0,5,0,0,0,0
Luxembourg,505,0,1,1,0,0,0,0,0
Malta,215,0,1,0,1,0,0,0,0
Moldova,430,0,4,0,4,0,0,0,0
Montenegro,36,0,1,0,1,0,0,0,0
Netherlands,9326,3,24,20,4,0,1,1,0
Norway,4564,2,20,11,9,0,0,1,0
Poland,2058,0,13,0,13,0,0,1,2
Portugal,45576,6,67,32,35,0,1,1,4
Romania,3064,0,15,0,15,0,0,0,0
Russia,0,0,0,0,0,0,0,0,0
Serbia,368,0,3,0,3,0,0,0,0
Slovakia,302,0,4,0,4,0,0,0,0
Slovenia,431,0,3,0,3,0,0,0,0
Spain,59730,15,137,93,44,0,1,2,2
Sweden,9649,4,40,25,15,0,1,1,1
Switzerland,9071,5,35,27,8,0,1,0,0
Turkey,512,0,8,0,8,0,0,0,0
Ukraine,11242,1,48,8,40,0,1,2,4
United Kingdom,188187,45,320,279,41,0,2,5,0
Bahrain,245,1,1,1,0,0,0,0,0
Cambodia,15187,2,28,10,18,0,0,1,4
China,0,0,0,0,0,0,0,0,0
Hong Kong,25083,6,37,32,5,0,1,1,1
India,14528,4,46,21,25,0,0,2,3
Indonesia,7561,2,24,15,9,0,0,1,1
Israel,306,0,4,0,4,0,0,0,0
Japan,130340,28,261,157,104,0,3,6,13
Kazakhstan,230,0,2,0,2,0,0,0,0
Kuwait,365,0,1,1,0,0,0,0,0
Macau,1463,0,2,0,2,0,0,0,0
Malaysia,10845,0,31,0,31,0,0,0,0
Mongolia,12261,2,24,12,12,0,0,1,1
Philippines,805209,115,1239,721,518,0,2,23,63
Singapore,3439,1,7,7,0,0,0,1,0
South Korea,88622,12,101,61,40,0,1,3,5
Sri Lanka,1631,0,4,0,4,0,0,0,0
Taiwan,61607,16,108,98,10,0,1,2,0
Thailand,23043,4,41,20,21,0,0,1,2
United Arab Emirates,1699,1,6,5,1,0,0,0,0
American Samoa,16490,5,43,38,5,0,0,0,0
Australia,154595,42,308,232,76,0,5,5,7
Cook Islands,1865,0,5,0,5,0,0,0,0
Fiji,22154,4,51,27,24,0,1,1,3
French Polynesia,28704,11,96,73,23,0,1,1,2
Guam,2550,1,5,4,1,0,0,1,0
Kiribati,20946,2,37,11,26,0,0,0,0
Marshall Islands,6976,2,13,12,1,0,0,1,0
Micronesia,6307,1,24,5,19,0,0,0,0
Nauru,126,0,1,0,1,0,0,0,0
New Caledonia,2500,1,9,6,3,0,0,0,0
New Zealand,115236,30,228,177,51,0,1,3,2
Niue,308,0,2,0,2,0,0,0,0
Northern Mariana Islands,865,0,1,1,0,0,0,0,0
Palau,509,0,1,0,1,0,0,0,0
Papua New Guinea,30825,2,81,10,71,0,0,2,12
Samoa,83740,20,162,151,11,0,1,1,0
Solomon Islands,1332,0,5,0,5,0,0,0,0
Tonga,66361,21,173,139,34,0,1,1,2
Tuvalu,296,0,1,0,1,0,0,0,0
Vanuatu,10210,1,37,5,32,0,0,1,3
Angola,3490,1,15,6,9,0,0,1,0
Benin,4018,1,19,7,12,0,0,1,1
Botswana,3653,1,15,9,6,0,0,0,0
Burundi,749,0,3,0,3,0,0,0,0
Cameroon,2245,0,14,0,14,0,0,0,0
Cape Verde,15780,3,42,24,18,0,0,1,2
Central African Republic,248,0,1,0,1,0,0,0,0
Cote d'Ivoire,52241,14,250,127,123,0,0,3,17
Democratic Republic of the Congo,68871,23,211,178,33,0,1,4,1
Ethiopia,1803,0,4,0,4,0,0,0,0
Ghana,89135,25,328,188,140,0,1,4,11
Kenya,14591,2,54,13,41,0,0,1,6
Lesotho,1303,0,6,0,6,0,0,0,0
Liberia,14538,5,53,38,15,0,0,1,1
Madagascar,12887,2,42,16,26,0,0,1,3
Malawi,3143,0,8,0,8,0,0,0,0
Mauritius,562,0,3,0,3,0,0,0,0
Mozambique,15032,4,44,25,19,0,0,1,2
Namibia,952,0,4,0,4,0,0,0,0
Nigeria,192144,59,722,428,294,0,1,7,19
Republic of the Congo,8542,2,27,17,10,0,0,1,2
Reunion,958,0,4,0,4,0,0,0,0
Rwanda,755,0,3,0,3,0,0,0,0
Sierra Leone,22787,7,79,47,32,0,0,1,2
South Africa,68772,17,193,112,81,0,1,4,9
Swaziland,2091,0,6,0,6,0,0,0,0
Tanzania,1793,0,8,0,8,0,0,0,0
Togo,5320,2,21,14,7,0,0,0,0
Uganda,17887,3,36,16,20,0,0,1,4
Zambia,4681,1,13,7,6,0,0,1,2
Zimbabwe,34330,7,87,43,44,0,0,2,3
