Name,TotalChurchMembership,Stakes,Congregations,Wards,Branches,FamilySearchCenters,Temples,Missions,Districts
Hungary,5258,1,22,5,17,0,0,1,2
Iceland,288,0,3,0,3,0,0,0,0
Ireland,4042,1,13,5,8,0,0,0,0
Isle of Man,297,0,1,1,0,0,0,0,0
Italy,27182,10,97,62,35,0,0,2,0
Jersey,296,0,1,1,0,0,0,0,0
Latvia,1265,0,5,0,5,0,0,1,1
Lithuania,938,0,5,0,5,0,0,0,0
Luxembourg,458,0,1,1,0,0,0,0,0
Malta,214,0,1,0,1,0,0,0,0
Moldova,412,0,4,0,4,0,0,0,0
Montenegro,23,0,1,0,1,0,0,0,0
Netherlands,9421,3,25,20,5,0,1,1,0
Norway,4598,2,21,11,10,0,0,1,0
Poland,2033,0,12,0,12,0,0,1,2
Portugal,45227,6,66,31,35,0,0,1,4
Romania,3077,0,15,0,15,0,0,0,0
Russia,0,0,0,0,0,0,0,0,0
Serbia,371,0,3,0,3,0,0,0,0
Slovakia,284,0,4,0,4,0,0,0,0
Slovenia,426,0,3,0,3,0,0,0,0
Spain,58061,15,138,92,46,0,1,2,2
Sweden,9716,4,40,24,16,0,1,1,1
Switzerland,9034,5,36,28,8,0,1,0,0
Turkey,538,0,7,0,7,0,0,0,0
Ukraine,11153,1,48,8,40,0,1,2,4
United Kingdom,187415,45,323,280,43,0,2,5,0
Cambodia,14725,2,29,10,19,0,0,1,4
China,0,0,0,0,0,0,0,0,0
Hong Kong,24933,6,39,33,6,0,1,1,1
India,13995,4,45,21,24,0,0,2,3
Indonesia,7477,2,24,15,9,0,0,1,1
Israel,332,0,4,0,4,0,0,0,0
Japan,129858,28,261,157,104,0,3,7,13
Kazakhstan,218,0,3,0,3,0,0,0,0
Macau,1455,0,3,0,3,0,0,0,0
Malaysia,10504,0,33,0,33,0,0,0,0
Mongolia,11895,2,24,12,12,0,0,1,1
Philippines,785164,107,1227,691,536,0,2,22,68
Singapore,3449,1,10,10,0,0,0,1,0
South Korea,88418,12,103,63,40,0,1,4,5
Sri Lanka,1597,0,4,0,4,0,0,0,0
Taiwan,61034,17,117,108,9,0,1,2,0
Thailand,22691,4,43,22,21,0,0,1,2
United Arab Emirates,1631,1,6,5,1,0,0,0,0
American Samoa,16390,5,43,38,5,0,0,0,0
Australia,152948,41,303,224,79,0,5,5,8
Cook Islands,1854,0,5,0,5,0,0,0,0
Fiji,21277,4,50,27,23,0,1,1,3
French Polynesia,28147,10,94,71,23,0,1,1,3
Guam,2572,1,4,4,0,0,0,1,0
Kiribati,20390,2,32,11,21,0,0,0,0
Marshall Islands,7089,2,12,12,0,0,0,1,0
Micronesia,6238,1,22,5,17,0,0,0,0
Nauru,122,0,1,0,1,0,0,0,0
New Caledonia,2440,1,9,6,3,0,0,0,0
New Zealand,114215,30,225,173,52,0,1,3,2
Niue,309,0,2,0,2,0,0,0,0
Northern Mariana Islands,839,0,1,1,0,0,0,0,0
Palau,515,0,1,0,1,0,0,0,0
Papua New Guinea,28249,2,80,10,70,0,0,2,12
Samoa,82092,20,158,147,11,0,1,1,0
Solomon Islands,1240,0,5,0,5,0,0,0,0
Tonga,65532,21,170,138,32,0,1,1,2
Tuvalu,268,0,1,0,1,0,0,0,0
Vanuatu,9615,1,35,5,30,0,0,1,3
Angola,2933,1,15,6,9,0,0,1,0
Benin,3463,1,18,6,12,0,0,1,1
Botswana,3524,1,15,8,7,0,0,0,0
Burundi,730,0,3,0,3,0,0,0,0
Cameroon,2125,0,13,0,13,0,0,0,0
Cape Verde,14967,3,42,24,18,0,0,1,2
Central African Republic,239,0,1,0,1,0,0,0,0
Cote d'Ivoire,48776,14,231,120,111,0,0,3,12
Democratic Republic of the Congo,62563,19,196,153,43,0,0,3,3
Ethiopia,1933,0,4,0,4,0,0,0,0
Ghana,83651,24,314,174,140,0,1,4,11
Kenya,14143,2,48,12,36,0,0,1,4
Lesotho,1179,0,6,0,6,0,0,0,0
Liberia,13275,4,48,33,15,0,0,1,1
Madagascar,12257,2,40,14,26,0,0,1,3
Malawi,2941,0,8,0,8,0,0,0,0
Mauritius,529,0,3,0,3,0,0,0,0
Mozambique,12274,3,34,22,12,0,0,1,1
Namibia,903,0,4,0,4,0,0,0,0
Nigeria,177280,54,649,394,255,0,1,7,15
Republic of the Congo,7903,2,27,15,12,0,0,1,2
Reunion,957,0,4,0,4,0,0,0,0
Rwanda,749,0,3,0,3,0,0,0,0
Sierra Leone,21286,5,69,32,37,0,0,1,4
South Africa,67344,17,190,109,81,0,1,4,9
Swaziland,2057,0,6,0,6,0,0,0,0
Tanzania,1726,0,6,0,6,0,0,0,0
Togo,4736,2,19,14,5,0,0,0,0
Uganda,16823,3,33,16,17,0,0,1,1
Zambia,4428,1,13,7,6,0,0,1,2
Zimbabwe,32937,7,80,41,39,0,0,2,3
