Name,TotalChurchMembership,Stakes,Congregations,Wards,Branches,FamilySearchCenters,Temples,Missions,Districts
Philippines,675166,0,1134,0,0,167,2,17,0
Singapore,3573,0,11,0,0,1,0,1,0
South Korea,85628,0,128,0,0,24,1,3,0
Sri Lanka,1319,0,3,0,0,2,0,0,0
Taiwan,55805,0,100,0,0,12,1,2,0
Thailand,17424,0,38,0,0,6,0,1,0
United Arab Emirates,0,0,0,0,0,1,0,0,0
Albania,2299,0,11,0,0,3,0,1,0
Andorra,0,0,0,0,0,0,0,0,0
Armenia,3024,0,11,0,0,3,0,1,0
Austria,4385,0,17,0,0,12,0,0,0
Belgium,6186,0,17,0,0,8,0,0,0
Bulgaria,2296,0,10,0,0,3,0,1,0
Croatia,583,0,6,0,0,1,0,1,0
Czech Republic,2369,0,13,0,0,2,0,1,0
Denmark,4376,0,23,0,0,12,1,1,0
Estonia,1086,0,5,0,0,1,0,0,0
Finland,4745,0,30,0,0,26,1,1,0
France,36968,0,108,0,0,69,0,2,0
Georgia,216,0,1,0,0,1,0,0,0
Germany,38739,0,171,0,0,99,2,3,0
Greece,751,0,4,0,0,1,0,1,0
Guernsey,0,0,0,0,0,0,0,0,0
Hungary,4940,0,22,0,0,6,0,1,0
Iceland,265,0,2,0,0,1,0,0,0
Ireland,3013,0,13,0,0,3,0,0,0
Isle of Man,293,0,1,0,0,1,0,0,0
Italy,24970,0,100,0,0,49,0,2,0
Jersey,349,0,2,0,0,1,0,0,0
Latvia,1166,0,6,0,0,4,0,1,0
Lithuania,916,0,5,0,0,3,0,0,0
Luxembourg,336,0,1,0,0,0,0,0,0
Malta,159,0,1,0,0,1,0,0,0
Moldova,364,0,3,0,0,1,0,0,0
Netherlands,9247,0,32,0,0,13,1,1,0
Norway,4556,0,23,0,0,14,0,1,0
Poland,1780,0,14,0,0,3,0,1,0
Portugal,40941,0,68,0,0,24,0,1,0
Romania,3002,0,18,0,0,2,0,1,0
Russia,21709,0,99,0,0,55,0,7,0
Serbia,308,0,3,0,0,1,0,0,0
Slovakia,221,0,4,0,0,0,0,0,0
Slovenia,411,0,4,0,0,1,0,0,0
Spain,50049,0,138,0,0,55,1,3,0
Sweden,9404,0,40,0,0,35,1,1,0
Switzerland,8456,0,36,0,0,14,1,0,0
Turkey,313,0,4,0,0,0,0,0,0
Ukraine,11178,0,56,0,0,38,1,3,0
United Kingdom,188462,0,333,0,0,116,2,6,0
Antigua and Barbuda,205,0,1,0,0,0,0,0,0
Aruba,516,0,2,0,0,1,0,0,0
Bahamas,959,0,3,0,0,1,0,0,0
Barbados,844,0,3,0,0,1,0,0,0
Belize,4240,0,11,0,0,0,0,0,0
Canada,187982,0,472,0,0,164,8,7,0
Cayman Islands,195,0,1,0,0,0,0,0,0
Costa Rica,41353,0,73,0,0,0,1,1,0
Curacao,572,0,1,0,0,1,0,0,0
Dominica,140,0,1,0,0,0,0,0,0
Dominican Republic,124435,0,202,0,0,29,1,3,0
El Salvador,114674,0,162,0,0,0,1,2,0
Grenada,305,0,1,0,0,0,0,0,0
Guadeloupe,470,0,3,0,0,1,0,0,0
Guatemala,239734,0,416,0,0,0,2,5,0
Haiti,18165,0,42,0,0,4,0,1,0
Honduras,154207,0,226,0,0,0,1,3,0
Jamaica,5580,0,19,0,0,2,0,1,0
Martinique,199,0,1,0,0,1,0,0,0
Mexico,1317700,0,1985,0,0,269,12,26,0
Nicaragua,80605,0,102,0,0,0,0,2,0
Panama,48669,0,72,0,0,0,1,1,0
Puerto Rico,21174,0,41,0,0,8,0,1,0
Saint Kitts and Nevis,195,0,1,0,0,1,0,0,0
Saint Lucia,261,0,2,0,0,0,0,0,0
Saint Vincent,540,0,2,0,0,0,0,0,0
Sint Maarten,230,0,1,0,0,0,0,0,0
Trinidad and Tobago,3058,0,10,0,0,1,0,1,0
United States,6321416,0,13742,0,0,1833,68,103,0
Virgin Islands,586,0,2,0,0,0,0,0,0
American Samoa,15629,0,36,0,0,4,0,0,0
Australia,136617,0,290,0,0,147,5,5,0
Cook Islands,1862,0,5,0,0,3,0,0,0
Fiji,16951,0,48,0,0,8,1,1,0
French Polynesia,22659,0,83,0,0,16,1,1,0
Guam,2294,0,4,0,0,1,0,1,0
Kiribati,16279,0,26,0,0,1,0,0,0
Marshall Islands,6030,0,12,0,0,3,0,1,0
Micronesia,4565,0,21,0,0,5,0,0,0
Nauru,101,0,1,0,0,0,0,0,0
New Caledonia,2138,0,8,0,0,2,0,0,0
New Zealand,107511,0,207,0,0,47,1,2,0
Niue,281,0,2,0,0,1,0,0,0
Northern Mariana Islands,756,0,1,0,0,1,0,0,0
Palau,430,0,1,0,0,1,0,0,0
Papua New Guinea,21265,0,77,0,0,2,0,1,0
Samoa,73827,0,135,0,0,16,1,1,0
Solomon Islands,509,0,4,0,0,0,0,0,0
Tonga,60680,0,166,0,0,18,1,1,0
Tuvalu,200,0,1,0,0,0,0,0,0
Vanuatu,5491,0,30,0,0,2,0,1,0
Argentina,412095,0,815,0,0,105,1,10,0
Bolivia,182964,0,256,0,0,32,1,3,0
Brazil,1209974,0,1941,0,0,315,6,27,0
Chile,577716,0,622,0,0,99,1,9,0
Colombia,180526,0,273,0,0,43,1,5,0
Ecuador,211165,0,308,0,0,43,1,3,0
French Guiana,362,0,1,0,0,0,0,0,0
Guyana,5415,0,13,0,0,1,0,0,0
Paraguay,84806,0,145,0,0,15,1,2,0
Peru,527759,0,786,0,0,113,1,10,0
Suriname,1323,0,6,0,0,1,0,0,0
Uruguay,99758,0,159,0,0,21,1,2,0
Venezuela,157795,0,281,0,0,40,1,4,0
