Name,TotalChurchMembership,Stakes,Congregations,Wards,Branches,FamilySearchCenters,Temples,Missions,Districts
Belgium,6556,0,11,0,0,8,0,0,0
Bosnia and Herzegovina,69,0,2,0,0,0,0,0,0
Bulgaria,2418,0,9,0,0,4,0,1,0
Croatia,624,0,6,0,0,4,0,1,0
Czech Republic,2596,0,12,0,0,2,0,1,0
Denmark,4454,0,22,0,0,13,1,1,0
Estonia,1133,0,4,0,0,2,0,0,0
Finland,4960,0,30,0,0,29,1,1,0
France,39029,0,109,0,0,69,1,2,0
Georgia,265,0,1,0,0,1,0,0,0
Germany,40037,0,159,0,0,117,2,3,0
Greece,802,0,3,0,0,1,0,1,0
Guernsey,62,0,1,0,0,1,0,0,0
Hungary,5214,0,22,0,0,13,0,1,0
Iceland,284,0,2,0,0,1,0,0,0
Ireland,3903,0,13,0,0,3,0,0,0
Isle of Man,299,0,1,0,0,0,0,0,0
Italy,26925,0,101,0,0,73,0,2,0
Jersey,305,0,1,0,0,1,0,0,0
Latvia,1226,0,5,0,0,3,0,1,0
Lithuania,980,0,5,0,0,3,0,0,0
Luxembourg,431,0,1,0,0,1,0,0,0
Malta,209,0,1,0,0,1,0,0,0
Moldova,416,0,4,0,0,1,0,0,0
Montenegro,19,0,1,0,0,0,0,0,0
Netherlands,9338,0,26,0,0,11,1,1,0
Norway,4623,0,22,0,0,15,0,1,0
Poland,1940,0,13,0,0,4,0,1,0
Portugal,44510,0,68,0,0,25,0,2,0
Romania,3052,0,15,0,0,2,0,1,0
Russia,23252,0,102,0,0,0,0,6,0
Serbia,378,0,3,0,0,2,0,0,0
Slovakia,268,0,4,0,0,0,0,0,0
Slovenia,435,0,5,0,0,1,0,0,0
Spain,56496,0,139,0,0,58,1,3,0
Sweden,9701,0,40,0,0,37,1,1,0
Switzerland,9002,0,36,0,0,19,1,0,0
Turkey,513,0,7,0,0,0,0,1,0
Ukraine,11097,0,47,0,0,42,1,3,0
United Kingdom,186852,0,327,0,0,126,2,6,0
Cambodia,14256,0,29,0,0,8,0,1,0
China,0,0,0,0,0,1,0,0,0
Cyprus,457,0,4,0,0,3,0,0,0
Hong Kong,24858,0,42,0,0,4,1,1,0
India,13141,0,43,0,0,11,0,2,0
Indonesia,7289,0,24,0,0,4,0,1,0
Israel,258,0,4,0,0,0,0,0,0
Japan,129335,0,261,0,0,64,3,7,0
Kazakhstan,212,0,2,0,0,0,0,0,0
Macau,1429,0,3,0,0,1,0,0,0
Malaysia,10224,0,32,0,0,8,0,0,0
Mongolia,11641,0,25,0,0,4,0,1,0
Philippines,765393,0,1218,0,0,183,2,21,0
Singapore,3367,0,11,0,0,1,0,1,0
South Korea,87860,0,108,0,0,17,1,4,0
Sri Lanka,1511,0,4,0,0,3,0,0,0
Taiwan,60304,0,117,0,0,12,1,2,0
Thailand,22100,0,41,0,0,8,0,1,0
United Arab Emirates,1543,0,6,0,0,1,0,0,0
American Samoa,16339,0,42,0,0,4,0,0,0
Australia,151049,0,309,0,0,183,5,6,0
Cook Islands,1843,0,5,0,0,3,0,0,0
Fiji,20510,0,50,0,0,10,1,1,0
French Polynesia,27521,0,96,0,0,20,1,1,0
Guam,2516,0,4,0,0,1,0,1,0
Kiribati,19690,0,30,0,0,2,0,0,0
Marshall Islands,7446,0,14,0,0,3,0,1,0
Micronesia,6217,0,22,0,0,9,0,0,0
Nauru,117,0,1,0,0,0,0,0,0
New Caledonia,2415,0,9,0,0,3,0,0,0
New Zealand,113436,0,224,0,0,52,1,3,0
Niue,301,0,2,0,0,1,0,0,0
Northern Mariana Islands,786,0,1,0,0,2,0,0,0
Palau,515,0,1,0,0,1,0,0,0
Papua New Guinea,25856,0,76,0,0,2,0,2,0
Samoa,80437,0,157,0,0,20,1,1,0
Solomon Islands,1099,0,5,0,0,0,0,0,0
Tonga,64156,0,168,0,0,19,1,1,0
Tuvalu,257,0,1,0,0,0,0,0,0
Vanuatu,8786,0,32,0,0,2,0,1,0
Angola,2458,0,12,0,0,1,0,1,0
Benin,3105,0,17,0,0,1,0,1,0
Botswana,3376,0,14,0,0,2,0,0,0
Burundi,692,0,3,0,0,0,0,0,0
Cameroon,1943,0,13,0,0,1,0,0,0
Cape Verde,14205,0,42,0,0,5,0,1,0
Central African Republic,234,0,1,0,0,0,0,0,0
Cote d'Ivoire,43895,0,211,0,0,27,0,2,0
Democratic Republic of the Congo,52869,0,169,0,0,11,0,3,0
Ethiopia,1923,0,4,0,0,1,0,0,0
Ghana,78065,0,303,0,0,51,1,4,0
Kenya,13602,0,47,0,0,5,0,1,0
Lesotho,1083,0,5,0,0,1,0,0,0
Liberia,12157,0,35,0,0,3,0,1,0
Madagascar,11881,0,40,0,0,1,0,1,0
Malawi,2745,0,8,0,0,0,0,0,0
Mauritius,516,0,3,0,0,0,0,0,0
Mozambique,10835,0,29,0,0,2,0,1,0
Namibia,857,0,4,0,0,1,0,0,0
Nigeria,163745,0,601,0,0,62,1,6,0
Republic of the Congo,7187,0,24,0,0,3,0,1,0
Reunion,929,0,4,0,0,2,0,0,0
Rwanda,596,0,3,0,0,0,0,0,0
Sierra Leone,19443,0,67,0,0,8,0,1,0
South Africa,65752,0,183,0,0,75,1,4,0
Swaziland,1994,0,6,0,0,2,0,0,0
Tanzania,1642,0,6,0,0,1,0,0,0
Togo,4134,0,17,0,0,1,0,0,0
Uganda,15979,0,29,0,0,8,0,1,0
Zambia,4140,0,13,0,0,2,0,1,0
Zimbabwe,31465,0,79,0,0,8,0,1,0
